bankA year sizeofA bankB sizeofB diff
1069778 1990 17.63704872 1068191 16.2843543 1.352694417
1039502 1990 18.10623024 1130892 15.18671768 2.919512562
1069778 1990 17.63704872 1199778 17.10191788 0.535130838
1039502 1990 18.10623024 1079441 16.01338648 2.092843761
1039502 1990 18.10623024 1136157 17.08365377 1.022576473
1068294 1990 17.5913207 1079638 15.46137181 2.129948892
1120754 1990 17.23735661 1027518 15.41763076 1.819725853
1069125 1990 16.98278251 1039454 13.18804812 3.794734398
1140743 1990 16.97617346 1248902 16.98128307 0.005109617
1069778 1990 17.63704872 1024526 18.29308598 0.656037259
1037115 1990 18.34921862 1072291 16.155324 2.193894623
1120754 1990 17.23735661 1079441 16.01338648 1.223970135
1073757 1990 17.99426543 1116953 14.92647524 3.067790189
1120754 1990 17.23735661 1201028 17.74299344 0.505636827
1069778 1990 17.63704872 1093586 16.67752216 0.959526557
1068294 1990 17.5913207 1093586 16.67752216 0.913798541
1068294 1990 17.5913207 1049341 15.72310821 1.868212495
1069125 1990 16.98278251 1073364 17.09318508 0.110402561
1068294 1990 17.5913207 1094211 15.84940594 1.741914762
1120754 1990 17.23735661 1027602 14.95063734 2.286719277
1069778 1990 17.63704872 1027518 15.41763076 2.21941796
1069778 1990 17.63704872 1094211 15.84940594 1.787642778
1039502 1990 18.10623024 1113514 17.29696641 0.809263831
1037115 1990 18.34921862 1072237 16.29046367 2.058754951
1069778 1990 17.63704872 1072107 16.25224964 1.384799084
1120754 1990 17.23735661 1075126 15.77480544 1.462551169
1039502 1990 18.10623024 1094211 15.84940594 2.256824296
1039502 1990 18.10623024 1117679 13.74849003 4.357740213
1140743 1990 16.97617346 1073364 17.09318508 0.11701162
1069778 1990 17.63704872 1110344 16.12626152 1.510787202
1140743 1990 16.97617346 1020603 17.11662974 0.140456289
1120754 1990 17.23735661 1199460 13.97051744 3.266839172
1039502 1990 18.10623024 1068025 17.080469 1.02576124
1037115 1990 18.34921862 1073364 17.09318508 1.256033544
1068294 1990 17.5913207 1201028 17.74299344 0.151672737
1039502 1990 18.10623024 1078604 15.9808052 2.125425037
1069778 1990 17.63704872 1025701 16.68812899 0.948919734
1140743 1990 16.97617346 1116300 16.97821125 0.002037799
1120754 1990 17.23735661 1094640 15.7187625 1.51859411
1039502 1990 18.10623024 1070345 15.88971566 2.216514576
1073757 1990 17.99426543 1020603 17.11662974 0.877635686
1140743 1990 16.97617346 1077689 16.4100456 0.566127852
1069125 1990 16.98278251 1073551 17.52372005 0.540937538
1037115 1990 18.34921862 1027518 15.41763076 2.931587858
1140743 1990 16.97617346 1074156 15.022153 1.95402046
1069778 1990 17.63704872 1027602 14.95063734 2.686411384
1068294 1990 17.5913207 1068025 17.080469 0.510851705
1037115 1990 18.34921862 1031449 13.41800618 4.93121244
1039502 1990 18.10623024 1094369 15.20298173 2.903248513
1140743 1990 16.97617346 1070251 15.65532722 1.320846231
1140743 1990 16.97617346 1113514 17.29696641 0.320792953
1073757 1990 17.99426543 1093586 16.67752216 1.316743266
1037115 1990 18.34921862 1027095 17.84440118 0.504817443
1069778 1990 17.63704872 1074156 15.022153 2.614895725
